concept,color,rating
sick,#0000CD,44
tree,#666666,12
justice,#608000,24
tree,#0000CD,13
mango,#FFC299,72
banana,#ADFF2F,21
death,#804000,15
banana,#CC6666,37
happy,#6699CC,76
death,#99FFFF,3
mango,#FF9999,84
lightning,#008080,13
sandstorm,#66CC66,4
peace,#CC9966,13
safety,#FFC299,76
mango,#004080,17
safety,#FF4500,77
peach,#FF9999,100
angry,#00CED1,0
mango,#99FF99,71
sad,#99CC66,36
safety,#804000,30
sad,#FFFFFF,21
angry,#800080,59
lightning,#004D00,15
safety,#333333,59
peach,#004080,33
justice,#800000,58
lightning,#FFC299,64
death,#C299FF,63
sad,#0000CD,67
lightning,#800080,37
sick,#804000,71
death,#99CC66,19
safety,#400080,55
sad,#CC9966,57
mango,#800080,4
lightning,#CC6666,19
banana,#DC143C,21
tree,#00CED1,18
tree,#228B22,96
death,#FFFFFF,96
happy,#C299FF,68
sick,#400080,58
lightning,#66CC66,23
lightning,#00CED1,58
peach,#66CC66,29
tree,#C299FF,25
sick,#228B22,83
angry,#99FF99,60
justice,#666666,59
safety,#FFFF99,78
justice,#800080,65
justice,#FF4500,38
sick,#FFC299,32
peace,#228B22,17
sick,#99C2FF,73
sad,#000000,72
banana,#800080,35
banana,#808000,31
banana,#99CC66,21
angry,#9966CC,23
peace,#999999,71
sad,#608000,24
mango,#004D00,30
banana,#804000,57
angry,#FFFF99,14
mango,#333333,0
sad,#C299FF,59
happy,#FF9999,84
happy,#FFFFFF,86
lightning,#0000CD,14
peach,#666666,0
happy,#99CC66,32
sandstorm,#DFFF99,66
banana,#FFFF99,86
safety,#008080,70
sandstorm,#608000,20
sandstorm,#999999,59
happy,#808000,30
tree,#99FF99,21
peace,#008080,60
sick,#DFFF99,58
justice,#00CED1,63
sad,#FFFF99,36
happy,#804000,29
sick,#ADFF2F,33
sandstorm,#99FFFF,32
death,#CC6666,73
peach,#000000,0
safety,#FFFFFF,100
justice,#CC9966,62
angry,#228B22,29
justice,#228B22,63
peach,#DC143C,65
safety,#228B22,61
angry,#CC9966,23
sick,#FFD700,41
sick,#666666,44
safety,#DFFF99,60
justice,#004D00,66
sad,#CC6666,24
safety,#DC143C,22
banana,#99FFFF,19
lightning,#99CC66,19
sick,#004D00,70
lightning,#FFD700,71
peace,#FFC299,85
banana,#333333,17
justice,#800080,50
justice,#0000CD,50
sick,#008080,50
safety,#99FF99,50
peace,#228B22,50
peace,#C299FF,50
death,#800000,50
peace,#FFFF99,50
peach,#FF9999,50
justice,#000000,50
mango,#FFC299,50
angry,#CC6666,50
peace,#FFFFFF,50
justice,#400080,50
sad,#000000,50
justice,#FFD700,50
sick,#608000,50
tree,#ADFF2F,50
death,#400080,50
mango,#00CED1,50
sick,#004D00,50
death,#FF4500,50
death,#FF9999,50
peace,#99CC66,50
justice,#800080,92
sick,#400080,71
banana,#DFFF99,59
angry,#0000CD,64
sandstorm,#C299FF,33
peach,#DFFF99,31
sick,#228B22,57
peach,#808000,63
angry,#DFFF99,35
banana,#99FF99,57
peach,#99FF99,64
angry,#DC143C,82
tree,#66CC66,83
sick,#9966CC,30
sick,#99FFFF,25
lightning,#004080,85
happy,#DC143C,74
justice,#FFD700,82
lightning,#66CCCC,18
safety,#99FF99,18
tree,#CC9966,70
peach,#333333,21
banana,#FF4500,27
peace,#400080,85
tree,#9966CC,22
happy,#FF9999,75
happy,#9966CC,23
angry,#008080,70
sick,#804000,73
banana,#008080,76
banana,#00CED1,22
safety,#99FFFF,21
peace,#FFFFFF,71
lightning,#400080,76
justice,#666666,67
tree,#99C2FF,20
happy,#6699CC,12
banana,#004080,78
banana,#804000,64
peace,#99FFFF,16
angry,#666666,72
tree,#804000,69
tree,#000000,23
happy,#99CC66,79
happy,#0000CD,20
mango,#608000,64
mango,#804000,73
happy,#004080,20
safety,#800080,22
justice,#CC6666,18
death,#666666,19
mango,#99FFFF,17
peace,#00CED1,10
peach,#66CC66,10
sick,#6699CC,18
peace,#99FF99,18
sandstorm,#FFFFFF,17
death,#000000,80
angry,#C299FF,19
peace,#608000,18
peach,#808000,25
happy,#DC143C,22
sad,#66CCCC,20
justice,#804000,18
peach,#CC6666,22
sick,#CC9966,27
safety,#004D00,27
lightning,#800000,22
angry,#9966CC,21
mango,#228B22,22
justice,#CC9966,21
happy,#999999,23
banana,#99C2FF,18
justice,#FF9999,15
death,#99C2FF,22
justice,#C299FF,21
tree,#0000CD,19
lightning,#008080,19
happy,#FFFF99,20
justice,#99FF99,13
sandstorm,#66CCCC,9
safety,#FF4500,20
mango,#999999,12
peach,#008080,16
banana,#808000,16
happy,#ADFF2F,16
justice,#FFFF99,22
tree,#66CCCC,20
happy,#800080,17
happy,#DFFF99,15
sick,#008080,17
lightning,#9966CC,19
sandstorm,#804000,17
sandstorm,#C299FF,11
justice,#66CC66,11
peace,#004080,92
sandstorm,#228B22,16
sad,#99FFFF,19
death,#608000,19
lightning,#ADFF2F,21
justice,#9966CC,20
angry,#99FFFF,21
sad,#004D00,20
death,#FF9999,13
justice,#00CED1,17
sandstorm,#00CED1,20
angry,#999999,16
safety,#99C2FF,18
tree,#CCCC66,19
sick,#ADFF2F,21
safety,#66CC66,18
banana,#99FFFF,21
justice,#CCCC66,20
sick,#800080,19
sad,#808000,17
mango,#DC143C,20
angry,#FFD700,20
sandstorm,#FFC299,16
peace,#99CC66,19
safety,#CC9966,22
happy,#804000,26
mango,#66CC66,6
banana,#6699CC,6
lightning,#99CC66,7
sick,#00CED1,50
death,#FFD700,8
sick,#99C2FF,2
justice,#804000,3
death,#008080,4
sandstorm,#CC6666,2
banana,#FFFFFF,0
banana,#99FF99,2
safety,#FFFF99,0
sandstorm,#99FF99,2
tree,#C299FF,3
angry,#FFFF99,5
angry,#400080,6
sandstorm,#004D00,5
justice,#000000,8
angry,#808000,5
safety,#000000,7
death,#608000,11
peace,#608000,7
peach,#400080,2
happy,#CC9966,7
mango,#999999,3
safety,#004080,10
mango,#CC9966,6
banana,#00CED1,6
sick,#CC9966,7
lightning,#99FFFF,0
death,#808000,6
sick,#228B22,6
angry,#CC9966,1
banana,#004080,8
lightning,#FF9999,0
peach,#800000,0
banana,#0000CD,2
justice,#99FFFF,0
peace,#FFD700,0
banana,#400080,1
safety,#99CC66,8
tree,#FFFFFF,0
justice,#CCCC66,8
mango,#99CC66,4
sandstorm,#FFFFFF,0
sad,#004080,0
justice,#608000,50
sandstorm,#FFC299,50
safety,#0000CD,50
lightning,#ADFF2F,50
banana,#ADFF2F,50
mango,#FF9999,50
happy,#FFFFFF,50
justice,#FFFFFF,50
sandstorm,#FF9999,0
safety,#CCCC66,13
peach,#008080,0
lightning,#C299FF,95
happy,#800000,14
lightning,#FFFF99,62
angry,#CCCC66,24
peach,#000000,0
sad,#DC143C,7
happy,#FFFFFF,50
banana,#00CED1,15
sad,#99C2FF,100
banana,#99FFFF,3
mango,#800080,11
safety,#004D00,61
peace,#004080,10
justice,#400080,50
peace,#400080,59
tree,#66CCCC,11
peach,#004080,14
sad,#FF9999,10
happy,#FFC299,68
death,#FF9999,76
sandstorm,#228B22,9
mango,#333333,3
mango,#004D00,5
tree,#00CED1,12
sick,#99C2FF,24
justice,#608000,19
peach,#804000,49
tree,#CC6666,13
death,#C299FF,17
peach,#66CCCC,13
happy,#CCCC66,71
peach,#C299FF,15
justice,#CC6666,20
sad,#608000,0
lightning,#FFFFFF,78
peach,#800080,13
safety,#666666,67
happy,#800000,35
safety,#0000CD,75
death,#00CED1,10
banana,#99CC66,57
sandstorm,#808000,44
happy,#CCCC66,72
justice,#228B22,59
mango,#004D00,57
justice,#808000,40
sick,#99FFFF,34
banana,#400080,0
mango,#800000,54
sad,#CC6666,42
angry,#DC143C,78
peach,#66CC66,24
lightning,#999999,63
sick,#66CCCC,42
happy,#FFC299,69
banana,#800000,34
lightning,#999999,9
peace,#FFD700,68
sandstorm,#608000,6
banana,#ADFF2F,44
sad,#000000,100
sick,#9966CC,0
tree,#808000,61
peach,#66CCCC,0
sick,#800000,38
sick,#99C2FF,50
sandstorm,#CC6666,0
tree,#9966CC,0
safety,#CC6666,38
angry,#99FF99,0
safety,#DC143C,0
safety,#C299FF,53
peach,#99FF99,0
sad,#CCCC66,45
sad,#FF4500,0
banana,#228B22,0
peace,#CC9966,51
banana,#CC9966,15
sick,#C299FF,0
banana,#DC143C,0
safety,#FF9999,51
sandstorm,#FFFFFF,0
justice,#99FFFF,56
sandstorm,#DC143C,0
mango,#9966CC,0
sandstorm,#004080,0
justice,#808000,33
peach,#FF9999,34
mango,#228B22,0
sandstorm,#008080,0
safety,#9966CC,53
tree,#00CED1,0
sandstorm,#800000,0
lightning,#66CCCC,0
banana,#FFC299,4
peace,#800080,84
angry,#DC143C,100
mango,#DFFF99,0
sick,#99FF99,34
peach,#808000,0
peach,#CCCC66,0
death,#804000,60
peach,#008080,0
tree,#66CC66,89
mango,#004080,0
safety,#008080,0
lightning,#666666,0
angry,#CCCC66,0
lightning,#99FF99,0
angry,#004D00,0
death,#999999,73
sad,#66CCCC,66
banana,#608000,0
mango,#66CC66,52
angry,#804000,66
peace,#00CED1,50
safety,#FF9999,50
